Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1920,Antwerp,Ice Hockey,Ice Hockey,"SROUBEK, Josef",TCH,Men,Ice Hockey,Bronze
1920,Antwerp,Ice Hockey,Ice Hockey,"VINDYS, Otto",TCH,Men,Ice Hockey,Bronze
1920,Antwerp,Ice Hockey,Ice Hockey,"BENSON, Robert",CAN,Men,Ice Hockey,Gold
1920,Antwerp,Ice Hockey,Ice Hockey,"BYRON, Wally",CAN,Men,Ice Hockey,Gold
1920,Antwerp,Ice Hockey,Ice Hockey,"FREDERICKSON, Frank",CAN,Men,Ice Hockey,Gold
1920,Antwerp,Ice Hockey,Ice Hockey,"FRIDFINNSON, Christian",CAN,Men,Ice Hockey,Gold
1920,Antwerp,Ice Hockey,Ice Hockey,"GOODMAN, Michael",CAN,Men,Ice Hockey,Gold
1920,Antwerp,Ice Hockey,Ice Hockey,"HALDERSON, Haldor",CAN,Men,Ice Hockey,Gold
1920,Antwerp,Ice Hockey,Ice Hockey,"JOHANSSON, Konrad",CAN,Men,Ice Hockey,Gold
1920,Antwerp,Ice Hockey,Ice Hockey,"WOODMAN, Allan",CAN,Men,Ice Hockey,Gold
1920,Antwerp,Ice Hockey,Ice Hockey,"BONNEY, Raymond Lenroy",USA,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"CONROY, Anthony",USA,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"DRURY, Herbert",USA,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"FITZGERALD, Edward",USA,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"GERAN, George Pierce",USA,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"GOHEEN, Frank Xavier",USA,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"MCCORMICK, Joseph",USA,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"MCCORMICK, Lawrence",USA,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"SYNNOTT, Francis Allen",USA,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"TUCK, Leon Parker",USA,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"WEIDENBORNER, Cyril",USA,Men,Ice Hockey,Silver
1920,Antwerp,Modern Pentathlon,Modern Pentath.,"RUNO, Gosta",SWE,Men,Individual Competition,Bronze
1920,Antwerp,Modern Pentathlon,Modern Pentath.,"DYRSSEN, Gustaf",SWE,Men,Individual Competition,Gold
1920,Antwerp,Modern Pentathlon,Modern Pentath.,"DE LAVAL, Erik",SWE,Men,Individual Competition,Silver
1920,Antwerp,Polo,Polo,"ALLEN, Terry",USA,Men,Polo,Bronze
1920,Antwerp,Polo,Polo,"HARRIS, Arthur Ringland",USA,Men,Polo,Bronze
1920,Antwerp,Polo,Polo,"MARGETTS, Nelson E.",USA,Men,Polo,Bronze
1920,Antwerp,Polo,Polo,"MONTGOMERY, John Carter",USA,Men,Polo,Bronze
1920,Antwerp,Polo,Polo,"BARRETT, Frederick Whitfield",GBR,Men,Polo,Gold
1920,Antwerp,Polo,Polo,"LOCKETT, Vivian Noverre",GBR,Men,Polo,Gold
1920,Antwerp,Polo,Polo,"MELVILLE, Teignmouth Philip",GBR,Men,Polo,Gold
1920,Antwerp,Polo,Polo,"WODEHOUSE, John",GBR,Men,Polo,Gold
1920,Antwerp,Polo,Polo,"DE FIGUEROA, Alvaro",ESP,Men,Polo,Silver
1920,Antwerp,Polo,Polo,"DE FIGUEROA, JosÃ©",ESP,Men,Polo,Silver
1920,Antwerp,Polo,Polo,"DE LA MAZA, Leopoldo",ESP,Men,Polo,Silver
1920,Antwerp,Polo,Polo,"DE SAN MIGUEL, Justo",ESP,Men,Polo,Silver
1920,Antwerp,Polo,Polo,"FITZ-JAMES STUART Y FALCO, Hernando",ESP,Men,Polo,Silver
1920,Antwerp,Polo,Polo,"Fitz-James Stuart y Falco, JACOBO",ESP,Men,Polo,Silver
1920,Antwerp,Rowing,Rowing,"GIRAN, Gaston",FRA,Men,Double Sculls (2X),Bronze
1920,Antwerp,Rowing,Rowing,"PLE, Alfred",FRA,Men,Double Sculls (2X),Bronze
1920,Antwerp,Rowing,Rowing,"COSTELLO, Paul Vincent",USA,Men,Double Sculls (2X),Gold
1920,Antwerp,Rowing,Rowing,"KELLY, John Brendan",USA,Men,Double Sculls (2X),Gold
1920,Antwerp,Rowing,Rowing,"ANNONI, Pietro",ITA,Men,Double Sculls (2X),Silver
1920,Antwerp,Rowing,Rowing,"DONES, Erminio",ITA,Men,Double Sculls (2X),Silver
1920,Antwerp,Rowing,Rowing,"ELLINGSEN, Haakon",NOR,Men,Eight With Coxswain (8+),Bronze
1920,Antwerp,Rowing,Rowing,"HAGEN, Thoralf",NOR,Men,Eight With Coxswain (8+),Bronze
1920,Antwerp,Rowing,Rowing,"MICHELSEN, Thore",NOR,Men,Eight With Coxswain (8+),Bronze
1920,Antwerp,Rowing,Rowing,"MORTENSEN, Arne",NOR,Men,Eight With Coxswain (8+),Bronze
1920,Antwerp,Rowing,Rowing,"NAG, Karl",NOR,Men,Eight With Coxswain (8+),Bronze
1920,Antwerp,Rowing,Rowing,"NAG, Theodor",NOR,Men,Eight With Coxswain (8+),Bronze
1920,Antwerp,Rowing,Rowing,"NILSEN, Adolf",NOR,Men,Eight With Coxswain (8+),Bronze
1920,Antwerp,Rowing,Rowing,"OLSEN, Conrad",NOR,Men,Eight With Coxswain (8+),Bronze
1920,Antwerp,Rowing,Rowing,"TOLLEFSEN, Tollef",NOR,Men,Eight With Coxswain (8+),Bronze
1920,Antwerp,Rowing,Rowing,"CLARK, Sherman Rockwell",USA,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"GALLAGHER, Vincent Joseph",USA,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"GRAVES, Edwin Darius",USA,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"JACOMINI, Virgil Victor",USA,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"JOHNSTON, Donald Hendric",USA,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"JORDAN, William Conrad",USA,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"KING, Clyde Whitlock",USA,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"MOORE, Edward Peerman",USA,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"SANDBORN, Allen Ream",USA,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"CAMPBELL, John Alan",GBR,Men,Eight With Coxswain (8+),Silver
1920,Antwerp,Rowing,Rowing,"EARL, Sebastian",GBR,Men,Eight With Coxswain (8+),Silver
1920,Antwerp,Rowing,Rowing,"HORSFALL, Ewart Douglas",GBR,Men,Eight With Coxswain (8+),Silver
1920,Antwerp,Rowing,Rowing,"JAMES, Walter",GBR,Men,Eight With Coxswain (8+),Silver
1920,Antwerp,Rowing,Rowing,"JOHNSTONE, Robin Talbot",GBR,Men,Eight With Coxswain (8+),Silver
1920,Antwerp,Rowing,Rowing,"LUCAS, Richard Saville",GBR,Men,Eight With Coxswain (8+),Silver
1920,Antwerp,Rowing,Rowing,"NICKALLS, Guy Oliver Jr.",GBR,Men,Eight With Coxswain (8+),Silver
1920,Antwerp,Rowing,Rowing,"SHOVE, Ralph Samuel",GBR,Men,Eight With Coxswain (8+),Silver
1920,Antwerp,Rowing,Rowing,"SWANN, Sidney Ernest",GBR,Men,Eight With Coxswain (8+),Silver
1920,Antwerp,Rowing,Rowing,"GULBRANDSEN, Per",NOR,Men,Four-Oared Shell With Coxswain (4-),Bronze
1920,Antwerp,Rowing,Rowing,"HAGEN, Thoralf",NOR,Men,Four-Oared Shell With Coxswain (4-),Bronze
1920,Antwerp,Rowing,Rowing,"KLEM, Theodor",NOR,Men,Four-Oared Shell With Coxswain (4-),Bronze
1920,Antwerp,Rowing,Rowing,"LARSEN, Henry",NOR,Men,Four-Oared Shell With Coxswain (4-),Bronze
1920,Antwerp,Rowing,Rowing,"VAR, Birger",NOR,Men,Four-Oared Shell With Coxswain (4-),Bronze
1920,Antwerp,Rowing,Rowing,"BRÃDERLIN, Willy",SUI,Men,Four-Oared Shell With Coxswain (4-),Gold
1920,Antwerp,Rowing,Rowing,"RUDOLF, Max",SUI,Men,Four-Oared Shell With Coxswain (4-),Gold
1920,Antwerp,Rowing,Rowing,"RUDOLF, Paul",SUI,Men,Four-Oared Shell With Coxswain (4-),Gold
1920,Antwerp,Rowing,Rowing,"STAUB, Paul",SUI,Men,Four-Oared Shell With Coxswain (4-),Gold
1920,Antwerp,Rowing,Rowing,"WALTER, Hans",SUI,Men,Four-Oared Shell With Coxswain (4-),Gold
1920,Antwerp,Rowing,Rowing,"CLARK, Sherman Rockwell",USA,Men,Four-Oared Shell With Coxswain (4-),Silver
1920,Antwerp,Rowing,Rowing,"FEDERSCHMIDT, Erich",USA,Men,Four-Oared Shell With Coxswain (4-),Silver
1920,Antwerp,Rowing,Rowing,"FEDERSCHMIDT, Franz",USA,Men,Four-Oared Shell With Coxswain (4-),Silver
1920,Antwerp,Rowing,Rowing,"KLOSE, Carl Otto",USA,Men,Four-Oared Shell With Coxswain (4-),Silver
1920,Antwerp,Rowing,Rowing,"MYERS, Kenneth",USA,Men,Four-Oared Shell With Coxswain (4-),Silver
1920,Antwerp,Rowing,Rowing,"CANDEVEAU, Edouard",SUI,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1920,Antwerp,Rowing,Rowing,"FELBER, Alfred",SUI,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1920,Antwerp,Rowing,Rowing,"PIAGET, Paul",SUI,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1920,Antwerp,Rowing,Rowing,"DE FILIP, Guido",ITA,Men,Pair-Oared Shell With Coxswain (2+),Gold
1920,Antwerp,Rowing,Rowing,"OLGENI, Ercole",ITA,Men,Pair-Oared Shell With Coxswain (2+),Gold
1920,Antwerp,Rowing,Rowing,"SCATTURIN, Giovanni",ITA,Men,Pair-Oared Shell With Coxswain (2+),Gold
1920,Antwerp,Rowing,Rowing,"BARBEROLLE, Ernest",FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1920,Antwerp,Rowing,Rowing,"BOUTON, Maurice",FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1920,Antwerp,Rowing,Rowing,"POIX, Gabriel",FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1920,Antwerp,Rowing,Rowing,"HADFIELD D'ARCY, D. Clarence",NZL,Men,Single Sculls (1X),Bronze
1920,Antwerp,Rowing,Rowing,"KELLY, John Brendan",USA,Men,Single Sculls (1X),Gold
1920,Antwerp,Rowing,Rowing,"BERESFORD, Jack",GBR,Men,Single Sculls (1X),Silver
1920,Antwerp,Rugby,Rugby,"CARROLL, Daniel Brendan",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"DOE, Charles Webster",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"FISH, George Winthrop",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"HUNTER, Joseph Garvin",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"KIRKSEY, Morris",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"MEHAN, Charles Thomas",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"MULDOON, John",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"MULDOON, William",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"O'NEIL, John T.",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"PATRICK, John Clarence",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"RIGHTER, Cornelius Erwin",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"SCHOLZ, Rudolph John",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"SLATER, Colby Edward",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"TEMPLETON, Robert Lyman",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"TILDEN, Charles Lee",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"WINSTON, James Duarte",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"WRENN, Heaton Luse",USA,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"BADER, Edouard",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"BERRURIER, Raymond",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"BORDES, FranÃ§ois",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"BOUSQUET, Adolphe RenÃ©",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"CHILO, AndrÃ©",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"CRABOS, RenÃ©",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,CURTET,FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"ELUERE, Alfred",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"FORESTIER, Jacques",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,GRENET,FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"LABEYRIE, Maurice",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"LAMAIGNIERE, Constant",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"LEVASSEUR, Robert",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"SOULIE, EugÃ¨ne",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"THIERCELIN, Raoul",FRA,Men,Rugby,Silver
1920,Antwerp,Rugby,Rugby,"THIERRY, Robert",FRA,Men,Rugby,Silver
1920,Antwerp,Sailing,Sailing,"HERSETH, Erik Johan",NOR,Men,10M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"HOLTER, Sigurd",NOR,Men,10M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"JAMVOLD, Gunnar",NOR,Men,10M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"JAMVOLD, Petter",NOR,Men,10M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"JUELL, Claus",NOR,Men,10M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"NIELSEN, Ingar",NOR,Men,10M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"SÃRENSEN, Ole",NOR,Men,10M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"ARENTZ, Charles Archer",NOR,Men,10M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"FALKENBERG, Otto Gabriel Grubbe",NOR,Men,10M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"GILBERT, Willy",NOR,Men,10M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"GJERTSEN, Robert",NOR,Men,10M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"SCHJÃTT, Halfdan",NOR,Men,10M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"SCHJÃTT, Trygve",NOR,Men,10M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"SEJERSTED, Arne",NOR,Men,10M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"HIN, Franciscus Fidelis Joseph",NED,Men,12 Foot Dinghy,Gold
1920,Antwerp,Sailing,Sailing,"HIN, Johannes Joseph Antonius",NED,Men,12 Foot Dinghy,Gold
1920,Antwerp,Sailing,Sailing,"BEUKERS, Petrus Bernardus",NED,Men,12 Foot Dinghy,Silver
1920,Antwerp,Sailing,Sailing,"VAN DER BIESEN, Arnoud EugÃ¨ne",NED,Men,12 Foot Dinghy,Silver
1920,Antwerp,Sailing,Sailing,"BIRKELAND, Halvor",NOR,Men,12M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"BIRKELAND, Rasmus",NOR,Men,12M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"CHRISTIANSEN, Lauritz",NOR,Men,12M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"MÃGSTER, Halvor Olai",NOR,Men,12M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"NAESS, Hans Henrik Stoermann",NOR,Men,12M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"ÃSTERVOLD, Henrik",NOR,Men,12M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"ÃSTERVOLD, Jan Olsen",NOR,Men,12M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"ÃSTERVOLD, Kristian Olsen",NOR,Men,12M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"ÃSTERVOLD, Ole Olsen",NOR,Men,12M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"ALLERS, Arthur",NOR,Men,12M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"BORTHEN, Martin",NOR,Men,12M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"FRIELE, Johan Mohr",NOR,Men,12M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"HASSEL, Kaspar Fredrik",NOR,Men,12M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"ÃRVIG, Erik",NOR,Men,12M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"ÃRVIG, Olav",NOR,Men,12M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"ÃRVIG, Thor",NOR,Men,12M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"REIMERS, Egill",NOR,Men,12M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"WIESE, Christen",NOR,Men,12M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"HEDBERG, Thomas",GBR,Men,18 Foot Dinghy,Gold
1920,Antwerp,Sailing,Sailing,"RICHARDS, Francis Augustus",GBR,Men,18 Foot Dinghy,Gold
1920,Antwerp,Sailing,Sailing,"BENGTSSON, GÃ¶sta",SWE,Men,30M Sq,Gold
1920,Antwerp,Sailing,Sailing,"CALVERT, Axel",SWE,Men,30M Sq,Gold
1920,Antwerp,Sailing,Sailing,"LUNDQVIST, GÃ¶sta",SWE,Men,30M Sq,Gold
1920,Antwerp,Sailing,Sailing,"STEFFENBURG, Rolf",SWE,Men,30M Sq,Gold
1920,Antwerp,Sailing,Sailing,"HOLM, Tore",SWE,Men,40M Sq,Gold
1920,Antwerp,Sailing,Sailing,"HOLM, Yngve",SWE,Men,40M Sq,Gold
1920,Antwerp,Sailing,Sailing,"RYDIN, Axel W.",SWE,Men,40M Sq,Gold
1920,Antwerp,Sailing,Sailing,"TENGWALL, Georg H.",SWE,Men,40M Sq,Gold
1920,Antwerp,Sailing,Sailing,"ALMSTEDT, Percy",SWE,Men,40M Sq,Silver
1920,Antwerp,Sailing,Sailing,"MELLBIN, Erik",SWE,Men,40M Sq,Silver
1920,Antwerp,Sailing,Sailing,"SVENSSON, Gustaf",SWE,Men,40M Sq,Silver
1920,Antwerp,Sailing,Sailing,"SVENSSON, Ragnar",SWE,Men,40M Sq,Silver
1920,Antwerp,Sailing,Sailing,"CARP, Bernard",NED,Men,6.5M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"CARP, Johan Robbert",NED,Men,6.5M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"WERNINK, Petrus Adrianus",NED,Men,6.5M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"MONIER, Robert",FRA,Men,6.5M (Rating 1919),Silver
1920,Antwerp,Sailing,Sailing,"PICON, FÃ©lix",FRA,Men,6.5M (Rating 1919),Silver
1920,Antwerp,Sailing,Sailing,"WEIL, Albert",FRA,Men,6.5M (Rating 1919),Silver
1920,Antwerp,Sailing,Sailing,"AGERSBORG, Henrik",NOR,Men,6M (Rating 1907),Bronze
1920,Antwerp,Sailing,Sailing,"BERNSTEN, Einar",NOR,Men,6M (Rating 1907),Bronze
1920,Antwerp,Sailing,Sailing,"PEDERSEN, Trygve",NOR,Men,6M (Rating 1907),Bronze
1920,Antwerp,Sailing,Sailing,"BRUYNSEELS, FrÃ©dÃ©ric Albert Gustave",BEL,Men,6M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"CORNELLIE, Emile FranÃ§ois",BEL,Men,6M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"CORNELLIE, Florimond",BEL,Men,6M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"ERICHSEN, Leif",NOR,Men,6M (Rating 1907),Silver
1920,Antwerp,Sailing,Sailing,"KNUDSEN, Andreas Annan",NOR,Men,6M (Rating 1907),Silver
1920,Antwerp,Sailing,Sailing,"TORGENSEN, Einar",NOR,Men,6M (Rating 1907),Silver
1920,Antwerp,Sailing,Sailing,"BRECKE, Andreas Bang",NOR,Men,6M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"KAASEN, Paal",NOR,Men,6M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"RÃD, Ingolf",NOR,Men,6M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"HUYBRECHTS, LÃ©on",BEL,Men,6M (Rating 1919),Silver
1920,Antwerp,Sailing,Sailing,"KLOTZ, John",BEL,Men,6M (Rating 1919),Silver
1920,Antwerp,Sailing,Sailing,"VAN DEN BUSSCHE, Charles",BEL,Men,6M (Rating 1919),Silver
1920,Antwerp,Sailing,Sailing,"COLEMAN, Robert",GBR,Men,7M,Gold
1920,Antwerp,Sailing,Sailing,"MADDISON, William",GBR,Men,7M,Gold
1920,Antwerp,Sailing,Sailing,"WRIGHT, Cyril",GBR,Men,7M,Gold
1920,Antwerp,Sailing,Sailing,"ABEL, Sten",NOR,Men,7M,Silver
1920,Antwerp,Sailing,Sailing,"DICK, Christian",NOR,Men,7M,Silver
1920,Antwerp,Sailing,Sailing,"FAYE, Johann",NOR,Men,7M,Silver
1920,Antwerp,Sailing,Sailing,"NIELSEN, Niels",NOR,Men,7M,Silver
1920,Antwerp,Sailing,Sailing,"WRIGHT, Dorothy",GBR,Women,7M,Gold
1920,Antwerp,Sailing,Sailing,"HOLBYE, Thorleif",NOR,Men,8M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"JACOBSEN, Alf Kristian Bruun",NOR,Men,8M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"OLSEN, Kristoffer",NOR,Men,8M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"RINGVOLD, Carl August",NOR,Men,8M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"WAGLE, Tellef",NOR,Men,8M (Rating 1907),Gold
1920,Antwerp,Sailing,Sailing,"ABEL, Sten",NOR,Men,8M (Rating 1907),Silver
1920,Antwerp,Sailing,Sailing,"DICK, Christian",NOR,Men,8M (Rating 1907),Silver
1920,Antwerp,Sailing,Sailing,"FAYE, Johann",NOR,Men,8M (Rating 1907),Silver
1920,Antwerp,Sailing,Sailing,"NIELSEN, Niels",NOR,Men,8M (Rating 1907),Silver
1920,Antwerp,Sailing,Sailing,"DE L'ARBRE, Willy",BEL,Men,8M (Rating 1919),Bronze
1920,Antwerp,Sailing,Sailing,"GRISAR, Albert",BEL,Men,8M (Rating 1919),Bronze
1920,Antwerp,Sailing,Sailing,"HELLEBUYCK, Georges",BEL,Men,8M (Rating 1919),Bronze
1920,Antwerp,Sailing,Sailing,"STANDAERT, LÃ©opold",BEL,Men,8M (Rating 1919),Bronze
1920,Antwerp,Sailing,Sailing,"WEEWAUTERS, Henri",BEL,Men,8M (Rating 1919),Bronze
1920,Antwerp,Sailing,Sailing,"CHRISTOFFERSEN, Thorleif",NOR,Men,8M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"KONOW, Magnus",NOR,Men,8M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"MARTHINIUSSEN, Reidar",NOR,Men,8M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"VIK, Ragnar Magne",NOR,Men,8M (Rating 1919),Gold
1920,Antwerp,Sailing,Sailing,"SALVESEN, Jens",NOR,Men,8M (Rating 1919),Silver
1920,Antwerp,Sailing,Sailing,"SCHIANDER, Finn",NOR,Men,8M (Rating 1919),Silver
1920,Antwerp,Sailing,Sailing,"SCHMIDT, Lauritz Thure Thrap",NOR,Men,8M (Rating 1919),Silver
1920,Antwerp,Sailing,Sailing,"THOMAS, Nils",NOR,Men,8M (Rating 1919),Silver
1920,Antwerp,Sailing,Sailing,"TSCHUDI, Ralph",NOR,Men,8M (Rating 1919),Silver
1920,Antwerp,Shooting,Shooting,"LIBERG, Einar",NOR,Men,"100M Running Deer, Double Shots",Bronze
1920,Antwerp,Shooting,Shooting,"LILLOE-OLSEN, Ole Andreas",NOR,Men,"100M Running Deer, Double Shots",Gold
1920,Antwerp,Shooting,Shooting,"LANDELIUS, P. Fredric",SWE,Men,"100M Running Deer, Double Shots",Silver
1920,Antwerp,Shooting,Shooting,"KOLHO, YrjÃ¶",FIN,Men,"100M Running Deer, Double Shots, Team",Bronze
1920,Antwerp,Shooting,Shooting,"TIKKANEN, Robert",FIN,Men,"100M Running Deer, Double Shots, Team",Bronze
1920,Antwerp,Shooting,Shooting,"TOIVONEN, Nestori",FIN,Men,"100M Running Deer, Double Shots, Team",Bronze
1920,Antwerp,Shooting,Shooting,"VAUHKONEN, Vilho",FIN,Men,"100M Running Deer, Double Shots, Team",Bronze
1920,Antwerp,Shooting,Shooting,"WEGELIUS, Karl Magnus",FIN,Men,"100M Running Deer, Double Shots, Team",Bronze
1920,Antwerp,Shooting,Shooting,"JOHANSEN, Thorstein Arthur",NOR,Men,"100M Running Deer, Double Shots, Team",Gold
1920,Antwerp,Shooting,Shooting,"LIBERG, Einar",NOR,Men,"100M Running Deer, Double Shots, Team",Gold
1920,Antwerp,Shooting,Shooting,"LILLOE-OLSEN, Ole Andreas",NOR,Men,"100M Running Deer, Double Shots, Team",Gold
1920,Antwerp,Shooting,Shooting,"NATVIG, Harald",NOR,Men,"100M Running Deer, Double Shots, Team",Gold
1920,Antwerp,Shooting,Shooting,"NORDVIK, Hans",NOR,Men,"100M Running Deer, Double Shots, Team",Gold
1920,Antwerp,Shooting,Shooting,"BENEDICKS, Edward",SWE,Men,"100M Running Deer, Double Shots, Team",Silver
1920,Antwerp,Shooting,Shooting,"LAGERCRANTZ, Bengt",SWE,Men,"100M Running Deer, Double Shots, Team",Silver
1920,Antwerp,Shooting,Shooting,"LANDELIUS, P. Fredric",SWE,Men,"100M Running Deer, Double Shots, Team",Silver
1920,Antwerp,Shooting,Shooting,"SWAHN, Alfred",SWE,Men,"100M Running Deer, Double Shots, Team",Silver
1920,Antwerp,Shooting,Shooting,"SWAHN, Oscar",SWE,Men,"100M Running Deer, Double Shots, Team",Silver
1920,Antwerp,Shooting,Shooting,"NATVIG, Harald",NOR,Men,"100M Running Deer, Single Shots",Bronze
1920,Antwerp,Shooting,Shooting,"OLSEN, Otto M.",NOR,Men,"100M Running Deer, Single Shots",Gold
1920,Antwerp,Shooting,Shooting,"SWAHN, Alfred",SWE,Men,"100M Running Deer, Single Shots",Silver
